VKM;Keeper Name;Country;Status;Website
ALLIC;Air Liquide CO2 Europe GmbH;DE;in use;airliquide.com
ALLIM;Autorail Limousin;FR;in use;autorail-limousin.fr
ALLSK;ALLEGRIA.SK, s.r.o.;SK;in use;
ALPAV;Alpa Vagons SIA;LV;in use;alpa.lv
ALPHA;Vossloh Rail Services Deutschland GmbH;DE;in use;vossloh.com
ALPIN;Alpine Bau GmbH;AT;in use;alpine.at
ALRO;ALRO S.A.;RO;in use;
ALS;ALSTOM Lokomotiven Service GmbH;DE;in use;alstom.de
ALSA;ALSA RAIL;ES;in use;alsa.es
ALSK;ALPINESLOVAKIA, s.r.o.;SK;in use;alpineslovakia.sk
ALSRO;ALSTOM TRANSPORT SA;RO;in use;alstom.com
ALST;ALSTOM TRANSPORT Saint Ouen;FR;in use;alstom.com
ALSTB;Alstom Transport SA Belfort;FR;in use;alstom.com
ALSTR;Alstom Transport Reichshoffen;FR;in use;alstom.com
ALTA;Roider GmbH;DE;in use;
ALTAB;Alstom Transport AB;SE;in use;alstom.com/se/alstom-sverige
ALTR;Alstom Traction BV;NL;in use;aIstom.com
ALTRA;“ALTRANS” Koczerski I., Kobierecki Z., Miloch A., Sarzyński P. sp. j.;PL;in use;altrans.wroc.pl
ALU;ALUSTA S.A.;PL;in use;alusta.pl
ALUEX;ALUEX, s.r.o.;SK;in use;aluex.sk
ALWSA;“ALVENTA” Spółka Akcyjna;PL;in use;alwernia.com.pl
ALZ;Alza Cargo sp. z o.o.;PL;in use;alzacargo.pl
AM;Andreas Mühlbauer Bau GmbH;DE;in use;muehlbauer-bau.de
AMA;ALKIMAQ ALBARDIA S.L.;ES;in use;
AMBR;Ambrogio Trasporti S.p.A.;IT;in use;ambrogio.it
AMBRO;AMBRO S.A;RO;in use;ambro.ro
AMG;ARCELOR MITTAL GALATI S.A.;RO;in use;arcelormittal.com
AMH;ARCELOR MITTAL HUNEDOARA SA;RO;in use;arcelormittal.com
AMIXO;Amixo AB;SE;in use;amixo.se
AML;Adam & MaLoWa Lokvermietung GmbH;DE;in use;lok-vermietung.de
AMO;ArcelorMittal Ostrava a.s.;CZ;in use;arcelormittal.com
AMORT;ATLAS Mortag Baumaschinen & Fahrzeugtechnik e.K.;DE;in use;mortag-atlas.de
AMP;AMP Bahnlogistik;DE;in use;amp-bahnlogistik.de
AMPR;Amprion GmbH;DE;in use;amprion.net
AMR;Altmark-Rail GmbH;DE;in use;altmark-rail.com
AMS;ALSTOM Transportation Germany GmbH;DE;in use;alstom.com
AMSK;AUTO-MASZYNY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;PL;in use;www.auto-maszyny.pl
AMT;Peter Bosáček - AM Tuning;SK;in use;
AMTGC;AMT GENOVA SPA - FERROVIA GENOVA CASELLA;IT;in use;amt.genova.it
AMTNL;AMT RailRoad BV;NL;in use;amtgroup.nl
AMTPI;ARCELOR MITTAL TUBULAR PRODUCTS SA;RO;in use;arcelormittal.com
AMTPR;ARCELOR MITTAL TUBULAR PRODUCTS ROMAN SA;RO;in use;faur.ro
AMUR;AMURCO SRL;RO;in use;
AN;Arriva Nederland;NL;in use;arriva.nl
ANAT;ANAT-Musée du tram;CH;in use;museedutram.ch
ANATE;ANATEMA, s. r. o.;SK;in use;
ANCOM;Mer Mec S.p.A.;IT;in use;mermecgroup.com
ANGEL;Angel Trains Limited;UK;in use;angeltrains.co.uk
ANMSG;ATLAS NORDHESSEN bopp fahrzeug-und baumaschinentechnik GmbH & Co. KG;DE;in use;atlas-nordhessen.de
ANPT;ANAPET ULUSLARARASI NAK. PET. INŞAAT SAN. ve TİC. A.Ş.;TR;in use;anapet.net
ANRI;Anschütz & Richter GbR;DE;in use;anrigbr.de
ANS;ANSETT LOGISTICS S.R.L.;RO;in use;ansett-logistics.ro
ANSTR;ANASTILOTIKI SA ATENA SUCURSALA BUCURESTI;RO;in use;anastilotiki.ro/webmail
ANT;MSB Akaryakit Ikmal ve NATO POL Tesisleri Işletme Başkanliği;TR;in use;ant.gov.tr
ANTRA;ANTRA sp. z o.o.;PL;in use;antra.biz.pl
ANVL;Vladimír Anton;CZ;in use;antonvladimir.cz
AP;Amoníacos de Portugal, SA;PT;Revoked;
APCC;Association pour la Préservation de la CC 6570;FR;in use;cc6570.fr
APDMH;AP2800;FR;in use;ap2800.nuxie.net
APH;Agropolychim / Агрополихим;BG;in use;agropolychim.bg
APL;Arriva Polska sp. z o.o.;PL;in use;arriva.pl
APMFS;APMFS (Association pour la Préservation du Matériel Ferroviaire Savoyard);FR;in use;apmfs.fr
APPFI;Fundació per la Preservació del Patrimoni Ferroviari i Industrial;ES;in use;appfi.net
APPMF;Association pour la Préservation du Patrimoine et des Matériel Ferroviaires;FR;in use;appmf.fr
APRO;CCI APROPORT;FR;in use;aproport.com
AQR;Aquitaine Rail;FR;in use;groupe-cassous.com
AQVIA;AlquiVIA Alquiler Ferroviario;ES;in use;alquivia.es
AR;Anglia Railways Train Services;UK;Blocked;angliarailways.co.uk
ARA;ADLER-RAIL GmbH & Co. KG;DE;in use;adler-rail.eu
ARAGB;ARAG Bau AG;CH;in use;arag-bau.ch
ARAIL;Aarsleff Rail A/S;DK;in use;aarsleff.com
ARBGI;Arbegui s.a.;ES;in use;arbegui.com
ARBR;Rail ARB s.r.o;SK;in use;
ARC;Aqaba Railway Corporation;JO;in use;
ARCDA;ARCADA COMPANY SA;RO;in use;
ARCET;Association Rhone-alpine de Conservation d'Engins Thermique;FR;in use;site.asso-arcet.com
ARCO;Arco Transportation GmbH;DE;in use;
ARCTI;ArcticRail Oy;FI;in use;arcticrail.fi
AREL;AREL Bau GmbH;DE;in use;arelbau.de
ARETZ;Aretz GmbH & Co. KG;DE;in use;aretzwaggon.de
AREXP;Arsenale Express SpA;IT;in use;arsenalegroup.com/train-cruising
ARFER;Ar.Fer S.r.l. a Socio Unico;IT;in use;
ARGE;ARGE 1041.15;AT;in use;arge1041.at
ARGO;ARGO Bohemia s.r.o.;CZ;in use;argogroup.cz
ARGU;Argü Rail Transport and Warehousing SA, Istanbul;TR;in use;ar-gu.com.tr
ARGUS;ARGUS S.A.;RO;in use;argus-oil.ro
ARHRO;ATLAS Rostock GmbH;DE;in use;atlas-rostock.de
ARIRO;ASTRA RAIL INDUSTRIES SA;RO;in use;greenbrier-europe.com
ARKAS;ARKAS LOGİSTİK A.Ş.;TR;in use;arkaslojistik.com.tr/en
ARL;AR Logistic Consulting GmbH;DE;in use;
ARM;Armenian Railway CJSC;AM;in use;
ARMEX;Przedsiębiorstwo Inżynieryjno-Budowlane ARMEX Sp. z o.o;PL;in use;armex.com.pl
ARMF;ARMAFER S.r.l.;IT;in use;
ARMR;Atlas Rhein main GmbH;DE;in use;atlas-rhein-main.de
ARP;ARRIVA RP Sp. z o.o.;PL;in use;arriva.pl
ARR;ARRIVA vlaky s.r.o.;CZ;in use;arriva.cz
ARRDO;Adria Rail Rent d.o.o.;HR;in use;
ARS;ARS Altmann AG;DE;in use;ars-altmann.de
ARSAB;Alstom Rail Sweden AB;SE;in use;alstom.com/se/alstom-sverige
ARSSA;Acciona Rail Services s.a.;ES;in use;acciona-railservices.es
ARST;ARST S.p.A.;IT;in use;arst.sardegna.it
ARTE;Arterail;FR;in use;arterail.com
ARTIN;ART In Energy sp. z o.o.;PL;in use;artinenergy.pl
ARVMS;ARRIVA Mobility Solurions, s.r.o.;SK;in use;arriva.sk
ARVSK;Arriva Service s.r.o;SK;in use;
ARXA;Arxada AG;CH;in use;arxada.com
AS;Alexander Schröter;DE;in use;
ASBB;AS BB25500 (Association de Sauvegarde d'une locomotive de type BB 25500);FR;in use;asbb25500.wixsite.com
ASBRE;ASB Recycling;BE;in use;aperam.com
ASC;ASICAR SRL;RO;in use;
ASCEN;Ascendos Rail Leasing Sarl;LU;Revoked;ascendos.com
ASCH;ASCH INFRAESTRUCTURAS Y SERVICIOS SA;ES;in use;aschinfraestructuras.com
ASEOL;Shell Aseol AG;CH;in use;
ASERD;A.S. - Erbau;DE;in use;as-erdbau.eu
ASFER;ASFER LOJISTIK SAN: TIC: LTD ŞTI;TR;in use;asferlojistik.com
ASKEO;askeo rail GmbH;DE;in use;askeorail.de
ASLAN;Aslan Denizcilik Anonim Sirketi;TR;in use;aslandenizcilik.com.tr
ASLVG;A.V.G. Ascherslebener Verkehrsgesellschaft mbH;DE;in use;die-avg.de
ASM;Aare Seeland Mobil AG;CH;in use;aare-seeland-mobil.ch
ASP;Anschlussbahn-Servicegesellschaft Pressnitztalbahn mbH;DE;in use;pressnitztalbahn.com
ASPO;Armádní Servisní, příspěvková organizace;CZ;in use;as-po.cz
ASPWR;Aspekt Przedsiębiorstwo Handlowo-Usługowe;PL;in use;
ASSIG;ASSIGNIA INFRAESTRUCTURAS, S.A.;ES;in use;assignia.com
AST;ARTROM STEEL TUBES SA;RO;in use;
ASTR;"Astra Finance / ""Астра финанс"" ЕООД";BG;in use;
ASTRA;ASTRA VAGOANE ARAD SA;RO;in use;
ASWL;Schneider & Schneider GmbH;DE;in use;
AT;GoCollective Rail A/S;DK;Revoked;gocollective.dk
ATA;ATA KARBON MADEN NAKLİYAT DEMİRYOLU TAŞIMACILIĞI VE IŞLETMECİLİĞİ BAKIM ONARIM VE LOJİSTİK HİZMETLERİ GIDA İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ;TR;in use;atakarbon.com.tr
ATAB;A-Train AB;SE;in use;arlandaexpress.com
ATAC;ATAC S.p.A.;IT;in use;atac.roma.it
ATBE;Alpha Trains Belgium NV;BE;in use;alphatrains.eu
ATC;ASTRA TRANS CARPATIC SRL;RO;in use;astratranscarpatic.ro
ATCH;ANGEL TRAINS SWITZERLAND;CH;Revoked;angeltrains.com
ATDE;Alpha Trains Europa GmbH;DE;in use;alphatrains.eu
ATG;DB Cargo Logistics GmbH;DE;in use;dbcargo.com/rail-deutschland-automotive-de/start
ATGER;ALSTOM Transportation Germany GmbH;DE;in use;alstom.com
ATGRV;ATELIERELE CFR GRIVITA SA;RO;in use;
ATHC;Association des Trains Historiques du Chablais;CH;in use;www.athc.ch
ATHOS;ATHOS RAIL S.A.;ES;in use;athoslogistica.com
ATIB;ALPHA TRAINS IBERIA;ES;in use;alphatrains.eu
ATIT;Alpha Trains Italia S.r.l.;IT;in use;alphatrains.eu
ATL;ATLAS GmbH;DE;in use;atlasgmbh.com
ATLAS;ATLAS Leipzig Baupartner GmbH;DE;in use;atlas-leipzig.de
ATLD;Alpha Trains Locomotives GmbH;DE;in use;angeltrains.com
ATLII;Alpha Trains Luxembourg No. 2 S.à.r.l.;LU;in use;alphatrains.eu
ATLU;Alpha Trains Luxembourg s.à.r.l.;LU;in use;alphatrains.eu
ATMBG;"""ATM BG"" d.o.o, Beograd";RS;in use;atmbg.rs
ATN;Gentra sp. z o.o. sp. k.;PL;in use;
ATPL;Alpha Trains Polska Sp. z o.o.;PL;in use;alphatrains.eu
ATPOL;Atlas Poland Sp.  z o.o.;PL;in use;atlas-poland.pl
ATR;AURATOR sp. z o. o.;PL;in use;aurora.com.pl
ATRR;ATIR RAIL;FR;in use;
ATRTC;Atritec AB;SE;in use;atritec.se
ATS;Auto Transport Service AS;NO;in use;autotransport.no
ATSA;ALSTOM TRANSPORTE S.A. (TGS);ES;in use;alstom.com
ATSF;Association des Trains du Sud de la France (ATSF);FR;in use;atsf.webself.net
ATTCV;Association du Train Touristique de Centre Var;FR;in use;attcv.fr
ATVA;Amis de la traction à Vapeur en Ardenne;FR;in use;cftsa.fr
ATVMO;Amicale des Anciens et Amis de la Traction Vapeur  Section Montluçon/Auvergne;FR;in use;aaatvmontlucon.fr
ATVMP;Amicale des Anciens et Amis de la Traction Vapeur - Midi Pyrénées;FR;in use;241P9.fr
ATVMU;Association des Anciens et Amis de la Traction Vapeur Mulhouse;FR;in use;
ATVPF;ALSTOM Transport SA - Etablissement VPF;FR;in use;alstom.com/fr
ATVSP;Amicale des Anciens et Amis de la Traction Vapeur Saint Pierre des Corps;FR;in use;231e41.fr
ATVVL;Amicale des Anciens et Amis de la Traction Vapeur - Centre Val de Loire;FR;in use;141r840.com
ATW;Arriva Trains Wales / Trenau Arriva Cymru;UK;Blocked;arrivatrainswales.co.uk
AUDI;AUDI AG;DE;in use;audi.de
AULOC;Augsburger Localbahn GmbH;DE;in use;augsburger-localbahn.de
AUR;Aurora Rail Oy;FI;in use;easmar.fi
AUSSK;AUSTRO Baumaschinen SK, s.r.o.;SK;in use;austrobaumaschinen.cz
AUSTR;AUSTRO Baumaschinen s.r.o.;CZ;in use;austrobaumaschinen.cz
AUTG;AUTOGAS IMPEX SRL;RO;in use;
AVA;Aargau Verkehr AG (AVA);CH;in use;
AVC;ASTRA VAGOANE CALATORI SA;RO;in use;transferoviarcalatori.ro
AVE;Alta Velocidad de Español;ES;Blocked;
AVEXP;Associazione Verbano Express;IT;in use;verbanoexpress.com
AVG;Albtal-Verkehrs-Gesellschaft mbH;DE;in use;avg.info
AVHCB;ATLAS CB Baumaschinen KG;DE;in use;atlas-cottbus.de
AVHHH;Atlas Hamburg GmbH;DE;in use;
AVHLB;ATLAS von der Wehl GmbH;DE;in use;
AVIS;Aвиc Инженеринг ЕООД;BG;in use;avis-eng.eu
AVL;Alexander von Lüpke;DE;in use;
AVOLL;Lokvermietung Aggerbahn Andreas Voll e.K.;DE;in use;aggerbahnde
AW;Arenaways srl;IT;in use;arenaways.com
AWA;GINEUROGRUP 2008 SRL;RO;in use;
AWAM;AWAMARF GRUP SRL;RO;in use;
AWIM;AWI Maskin AB;SE;in use;awi.se
AWKHG;Eigentümergemeinschaft;DE;in use;
AWR;AW RAIL S.r.l;IT;in use;awrail.it
AWT;PKP CARGO INTERNATIONAL a.s.;CZ;Revoked;pkpcargointernational.com
AWTHU;AWT RAIL HU Ltd;HU;in use;bivzrt.hu
AWTR;AWT ROSCO a.s.;CZ;in use;awt.eu
AWTSK;AWT Rail SK a.s.;SK;Revoked;
AXBSK;AXBENET, s.r.o;SK;in use;
AXEL;AXEL-RAIL;PL;in use;axel-rail.pl
AXIL;AXIL INGENIERÍA Y SERVICIOS, S.L.;ES;in use;axilingenieria.com/wp/
AXOR;AXOR-RENTALS;ES;in use;axor.es
AXS;Axess Logistics AB;SE;in use;axesslogistics.se
AYASA;CONSTRUCCIONES Y OBRAS AYASA, S.L.;ES;in use;construccionesayasa.es
AZ;Railways of Azerbaidjan;AZ;in use;
AZAFT;Asociación Zaragozana de Amigos del Ferrocarril y Tranvías;ES;in use;azaft.org / trenazul.es
AZBAU;Achatz GmbH Bauunteinehmung;DE;in use;achatz-bau.de
AZD;AŽD Praha, s.r.o.;CZ;in use;azd.cz
AZNO;Azvi Norge AS;NO;in use;
AZO;AZOMURES SA;RO;in use;azomures.com
AZPL;AZ Power Logistics GmbH;DE;in use;ay-holding.de
AZPLS;AZ Power Logistics Süd GmbH;DE;in use;ay-holding.de/
AZPLS;AZ Power Logistics Süd GmbH;DE;in use;ay-holding.de
AZR;AZURAIL;FR;in use;azurail.fr
AZS;RDC Autozug Sylt GmbH;DE;in use;autozug-sylt.de
AZUR;SNCF Voyageurs Sud Azur;FR;in use;
AZVI;AZVI, s.a.;ES;in use;azvi.es
AZW;Axel Zwingenberger;DE;in use;
B;NMBS/SNCB;BE;in use;b-rail.com
BADUC;BADUC  S.A.;RO;in use;baduc.ro
BAGL;Bucher AG Langenthal;CH;in use;
BAIR;BAI RAIL;FR;in use;
BALOC;"SIA ""Baltic Operation Company""";LV;in use;
BALZO;Construcciones y Promociones Balzola S.A.U.;ES;in use;balzola.com
BAM;BAM Rail;NL;in use;bam.nl
BANAT;BANAT GREEN ENERGY SRL;RO;in use;
BARAK;Barák Milan;CZ;in use;
BARD;Bardos  a.s.;CZ;in use;
BARIS;ERS-Rail Service GmbH;DE;in use;ers-rail.de
BASAB;Baneservice Skandinavia AB;SE;Revoked;baneservice.se
BASF;BASF SE;DE;in use;basf.com
BAT;BAT Tiernahrung GmbH & Co. KG;DE;in use;bat-agrar.de
BAUTE;Bautec GmbH & Co. KG;DE;Revoked;
BAX;BAREXIM SRL;RO;in use;tts-group.ro
BAYER;Bayer CropScience Deutschland GmbH;DE;in use;
BAYIK;BAYIK DEMIR TIC.LTD. ŞTI;TR;in use;
BAYON;R. Bayon Carpinteria Metalica SL;ES;in use;
BB;Baggerbetrieb Burkhardt GmbH;DE;Revoked;baggerbetrieb-burkhardt.de
BBB;B&B Bahndienstleistungen UG (Haftungsbeschränkt);DE;in use;bb-bahndienstleistungen.de
BBBB;BB Baumaschinen Boizenburg GmbH & Co. KG;DE;in use;bbgruppe.com
BBBIT;Bittner Bahn.- und Gleisbau GmbH;AT;in use;bbw.at
BBFW;Bergische Bahnen/Förderverein Wupperschiene e.V;DE;in use;wupperschiene.eu
BBG;Bahnbetriebsgesellschaft Stauden;DE;in use;staudenbahn.de
BBIGB;Peter Gross Rail GmbH & Co. KG;DE;in use;gross-bau.de
BBL;BBL Logistik GmbH;DE;in use;bbl-logistik.de
BBLC;BBL Consulting GmbH;DE;in use;bbl-logistik.de
BBLLG;BBL-Bahnbau Lüneburg GmbH;DE;in use;
BBM;BRÜNING-BAUMASCHINEN UG;DE;in use;
BBN;Bahnbau Nord GmbH;DE;in use;bahnbaunord.de
BBO;Niederösterreichische Bahnnostalgie;AT;in use;nbn-bahn.com
BBR;Rail Power Systems GmbH;DE;Revoked;bbrail.com
BBRA;Balfour Beatty GmbH;AT;Revoked;bbrail.at
BBRB;Implenia Civil Engineering GmbH, Niederlassung Freiburg;DE;in use;
BBRI;BALFOUR BEATTY RAIL IBÉRICA S.A.U.;ES;Revoked;bbrail.com
BBRL;Balfour Beatty Rail;UK;in use;bbrail.com
BBRSE;Balfour Beatty Rail AB;SE;in use;bbrail.se
BBVA;BANCO BILBAO VIZCAYA ARGENTARIA, S.A.;ES;in use;bbva.com
BBVAG;Boldizsár Béla;SK;in use;
BBW;Bahnbau Wels GmbH;AT;Revoked;bbw.at
BBWEI;Bahnbau  Weidlich GmbH;DE;in use;bahnbau-weidlich.com
BBZW;Böhrer Baumaschinen GmbH & Co. KG;DE;in use;boehrer-baumaschinen.de
BC;Belarus Railways;BY;in use;rw.by
BCA;BCA Entreprenad AB;SE;Revoked;bca.se
BCB;Bayerische Cargobahn;DE;in use;bayerischecargobahn.de
BCH;BorsodChem MCHZ, s.r.o.;CZ;in use;
BCHEM;BorsodChem Zrt.;HU;in use;borsodchem-group.com
BCK;BauCharter Baumaschinen Vermietungs GmbH;DE;in use;baucharter.com
BCR;Benders Leasing AB;SE;in use;benders.se
BDB;Brünig Dampfbahn BDB;CH;in use;bruenig-dampfbahn.ch/
BDG;BDG Bahnservice und Dienstleistungsgesellschaft mbH & Co. KG;DE;in use;bdg-bahnservice.de
BDK;BDK Korkmaz;DE;in use;
BDMW;BUDAMAR WEST GmbH;DE;in use;budamar.de
BDS;Báňská dopravní spol.s r.o.;CZ;in use;
BDVF;BDVF;FR;in use;
BDW;Bahndienst Wabern;DE;in use;
BDWM;BDWM Transport AG;CH;Revoked;bdwm.ch
BDX;BDX Företagen AB;SE;in use;bdx.se
BDXRA;BDX Rail AB;SE;in use;bdxrail.se
BDZ;Chemin de fer de l'Etat bulgare - Bulgarski Durzhavni Zheleznitsi;BG;in use;bdz.bg
BDZPP;БДЖ -Пътнически превози ЕOOД (БДЖПП);BG;in use;bdz.bg
BDZTP;БДЖ - Товарни превози ЕOOД (БДЖTП);BG;in use;bdz.bg
BE;Bentheimer Eisenbahn AG;DE;in use;bentheimer-eisenbahn.de
BEBRA;Holzlogistik und Güterbahn GmbH (HLG);DE;in use;hlg-bebra.eu
BECK;Josef Beck;DE;in use;
BEF;Berliner Eisenbahnfreunde e.V.;DE;in use;berliner-eisenbahnfreunde.de
BEG;Brohltal Schmalspureisenbahn Betriebs-GmbH;DE;in use;vulkan-express.de
BEI;Ireland Luxury Rail Tours Limited;IE;in use;belmond.com
BELL;BELLEZA, s.r.o.;SK;in use;
BEM;Bayerisches Eisenbahnmuseum;DE;in use;bayerisches-eisenbahnmuseum.de
BENT;Benteler Rothrist AG;CH;in use;benteler.com
BENTZ;BE Netz GmbH;DE;in use;be-netz.eu
BERBO;BERGER BOHEMIA a.s.;CZ;in use;bergerholding.eu
BERGR;Berger Bau SE;DE;in use;bergerholding.eu
BERK;Berk Akaryakıt Nakliyat İnşaat İthalat İhracat Pazarlama Sanayi ve Ticaret Limited Şikerti;TR;in use;berknakliyat.com.tr
BETZV;BETAMONT, s.r.o.;SK;in use;betamont.sk
BEU;SC CONSTANTIN GRUP;RO;in use;locomotive.ro
BEV;Rudolf Bräunert;DE;in use;
BEX;"AS ""Baltijas Ekspresis""";LV;in use;asbe.lv
BF;Blankenbach + Fischer GmbH;DE;Revoked;
BFE;BIO FUEL ENERGY S.R.L.;RO;in use;
BFL;BF Logistics s.r.o.;CZ;in use;bfl.cz
BFLSK;Partners 4RAIL, s.r.o.;SK;in use;deutsche-leasing.com/sk
BFS;Bürgerverein zur Förderung des Schienenverkers e.V;DE;Revoked;bfs-buergerbahn.de
BGG;Billerud AB, Gruvöns Bruk, Grums;SE;in use;billerud.com
BGM;Betriebsgsellschaft Mainschleifenbahn mbH;DE;in use;mainschleifenbahn.de
BGT;BGT Bagger-, Gleis- und Tiefbauarbeiten Rainer Staschok e.K.;DE;in use;
BGTG;BGT Staschok GmbH;DE;in use;
BGTRV;„ТРАНССТРОЙ ВAРНА” АД;BG;in use;transstroy-varna.bg
BGZPT;"""ЖП - Тракция"" ЕООД";BG;in use;
BHAN;Carl Beutlhauser Baumaschinen GmbH (Region Rheinland);DE;in use;beutlhauser.de
BHDD;Carl Beutlhauser Baumaschinen GmbH;DE;in use;beutlhauser.de
BHE;Bremische Hafeneisenbahn;DE;in use;bremen.de/wuh/
BHEV;Budapesti Helyi Érdekü Vasút;HU;Revoked;bkv.hu
BHL;BEHALA - Berliner Hafen- und Lagerhausgesellschaft mbH;DE;in use;behala.de
BID;BID ENGINEERING INFRASTRUCTURE S.R.L.;RO;in use;
BIEF;Bielefelder Eisenbahnfreunde e.V.;DE;in use;bielefelder-eisenbahnfreunde.de
BIF;Bahn im Film;AT;in use;bahn-im-film.at
BIG;B.I.G.;DE;in use;
BIGE;BIGE-Holding Kft.;HU;in use;bigeholding.hu/bigeholdingkft
BIRS;Birsterminal AG;CH;in use;birsterminal.ch/
BIVB;BIV Bau-u Jndustriegeräte Vertriebs GmbH;DE;in use;bivteam.de
BJ;Bergslagernas Järnvägssällskap;SE;in use;bjs-club.se
BKD;Borkumer Kleinbahn und Dampfschifffahrt;DE;in use;borkumer-kleinbahn.de
BKE;BKE Eisenbahn-Service GmbH;DE;in use;kbe-eisenbahn.de
BKG;Bahnservice Kunze GmbH & Co. KG;DE;in use;bkg-bahnservice.de
BKMBG;Bareksim EOOD;BG;in use;
BKS;BillerudKorsnäs Sweden AB Skärblacka Mill;SE;in use;billerudkorsnas.com
BKSDZ;"Biedrība ""Bānīša Draugu klubs""";LV;in use;bdklubs.lv
BKSKG;BKS Schömig GmbH & Co. KG;DE;in use;bks-schoemig.de
BKWR;BKW Rail AG;CH;in usw;
BL;BahnLog Bahnlogistik und Service GmbH;DE;in use;bahnlog.com
BLAND;Bernhard Landers GmbH;DE;in use;baumundholz.de
BLASE;Bläse Kalkbruk Intresseförening;SE;in use;blase.se
BLB;Burgenlandbahn AG;DE;in use;burgenlandbahn.de
BLC;Bahnlogistik24 GmbH;DE;in use;
BLE;Butzbach-Licher Eisenbahnfreunde e.V;DE;in use;butzbach-licher-eisenbahnfreunde.de
BLES;BLESS TRANS SERV SRL;RO;in use;
BLETR;Region Blekinge;SE;in use;blekingetrafiken.se
BLFSK;BAWAG Leasing & Fleet s.r.o.;SK;in use;bawagleasingandfleet.sk
BLG;BLG AutoRail GmbH;DE;in use;
BLGRT;BLG RailTec GmbH;DE;in use;blg-railtec.de
BLHA;BL Handel & Logistik GmbH;DE;in use;
BLJ;Blommans Järnvägsservice AB;SE;in use;
BLM;Bergbahn Lauterbrunnen - Mürren;CH;in use;jungfraubahnen.ch
BLMB;blm Blue lean mobility gmbh;DE;in use;blue-lean-mobility.com
BLP;BLP Wiebe Logistik GmbH;DE;in use;wiebe.de
BLS;BLS Lötschbergbahn AG;CH;in use;bls.ch
BLSC;BLS Cargo AG;CH;in use;bls-cargo.ch
BLSFV;BLS Fernverkehr AG;CH;in use;bls.ch
BLSK;BUDAMAR LOGISTICS, a.s.;SK;in use;budamar.sk
BLSN;BLS NETZ AG;CH;in use;bls.ch
BLSR;BL Rail AB;SE;in use;
BLSS;BLS-Stiftung;CH;in use;bls.ch/de
BLT;Baselland Transport;CH;in use;blt.ch
BLV;Bayerischer Localbahn Verein e.V;DE;in use;localbahnverein.de
BLW;Blöß Lokdienste;DE;in use;bloess-lokdienste.de
BLX;Lineas Group SA/NV;BE;in use;lineas.net
BM;BUD-MOST Jan Boruch;PL;in use;
BMB;BM Bahndienste GmbH;DE;in use;bm-bahndienste.de
BMC;Martín Bárta;CZ;in use;
BMEVU;Bolay & Moser EVU GmbH;DE;in use;
BMK;Agencja Turystyczno-Usługowa ‘’BAWDIM’’ – Roman Mazur;PL;in use;bieszczady.com.pl
BMNPK;BM Naprawa Pojazdów Kolejowych Antoni Bartosz Moch;PL;in use;
BMONV;Bundesmonopolverwaltung für Branntwein;DE;in use;
BMS;BMS Wolfgang Schlage;DE;Revoked;
BMSS;BMS Schlage;DE;in use;
BMTI;BMTI ČR s.r.o.;CZ;in use;
BMV;Bernard Mišun;CZ;in use;--
BMWM;Baumaschinenvermietung und Service Wieland Münchow;DE;in use;
BN;Bane NOR SF;NO;in use;banenor.no
BNKLR;Benkler AG  (Sersa Group);CH;in use;benkler.ch
BNVIT;Bonaventura srl;IT;in use;bonaventura.it
BOAG;Borner Transport und Lagerhaus AG;CH;in use;borner-ag.ch
BOB;Berner Oberland Bahnen;CH;in use;jungfraubahnen.ch
BOBFN;Bodensee-Oberschwaben-Bahn GmbH & Co. KG;DE;in use;bob-fn.de
BOBO;BOBO  Járműjavító, Ipari, Kereskedelmi és Szolgáltató KFT;HU;in use;bobokft.hu
BOBY;Bayerische Oberlandbahn GmbH;DE;in use;brb.de
BOEG;Bocholter Eisenbahngesellschaft mbH;DE;in use;bocholter-eisenbahn.de
BOEGL;Max Bögl Transport und Geräte GmbH & Co. KG;DE;in use;max-boegl.de
BOELS;Wolfgang Bölstler Baumaschinenverleich;DE;in use;
BONAN;BONANDRINI;FR;in use;
BONN;BONNES Paweł Kowalczyk;PL;in use;
BOPO;Borealis Polyolefine GmbH;AT;in use;borealisgroup.com
BORDO;BORDON INVERSIONES 2007, S.L.;ES;in use;alphatrains.eu
BORSC;Boryszew S.A. Oddział Boryszew ERG w Sochaczewie;PL;in use;boryszewerg.com.pl
BOSJ;Föreningen Böda Skogsjärnväg;SE;in use;bosj.se
BOXX;BoxXpress.de GmbH;DE;in use;boxxpress.de
BP;Igor Brik;CZ;in use;
BPA;Bahnpark Augsburg gGmbH;DE;in use;bahnpark-augsburg.eu
BPPAS;BP Petrolleri A.Ş.;TR;in use;bp.com
BPR;BENet Praha spol. S.r.o.;CZ;in use;
BPRM;Baltic Port Rail Mukran GmbH;DE;in use;
BPSP;BPS-Prastav, s.r.o.;CZ;in use;bps-prastav.cz
BPT;BPT LEASING, a.s.;SK;in use;bptleasing.sk
BPTSW;Bahn PT GmbH;DE;in use;bahnpersonal-training.de
BR;Bayernhafen Gruppe;DE;in use;bayernhafen.de
BRA;BRISE AGRICULTURA SA;RO;in use;
BRACH;Reiner Brach GmbH&Co. KG;DE;in use;brach.de
BRAG;BauRail AG;CH;in use;mueller-frauenfeld.ch
