VKM;Keeper Name;Country;Status;Website
TDR;Trans Regio Deutsche Regionalbahn GmbH;DE;in use;trans-regio.de
TDRO;Transdev Regio Ost GmbH;DE;in use;mitteldeutsche-regiobahn.de
TDRR;Transdev RheinRuhr GmbH;DE;in use;transdev.de
TDZ;Tajikistan Railways (TДЖ);TJ;in use;
TE;Stadtwerke Trossingen - Trossinger Eisenbahn;DE;in use;swtro.de
TEC;TecSol Switzerland AG;CH;in use;tecsol.ch
TECO;EUROVIA Infrastructure GmbH;DE;in use;teco-schallschutz.de
TECSA;TECSA EMPRESA CONSTRUCTORA, S.A.;ES;in use;tecsa.es
TECYR;TECYR CONSTRUCCIONES Y REPARACIONES, S.A.;ES;in use;tecyrsa.com
TECZW;TECKLENBORG GmbH & Co. KG;DE;Revoked;tecklenborg.de
TEE;TransEuropEisenbahn AG;CH;in use;transeurop.ch
TEECL;Verein TEE-CLASSICS;CH;in use;tee-classics.ch
TEF;TRANS EXPEDITION  FEROVIAR  S.R.L.;RO;in use;tef.com.ro
TEFLF;LOGISTICA FEROVIARA SRL;RO;Revoked;
TEGRA;TEGRAD d.o.o.;SI;in use;tegrad.si
TEJO;Tejo Energia - Produção e Distribuição de Energia Eléctrica, S.A.;PT;in use;tejoenergia.com
TEK;TEK SRL;RO;in use;
TEKCO;TEKNO CONSTRUZIONI SRL;IT;in use;dadiutorio.it
TEKOL;TEKOL sp. z o.o.;PL;in use;tekol.pl
TEL;Touristik-Eisenbahn Lüneburger Heide GmbH;DE;in use;heide-express.de
TELIC;TELEFONOS LINEAS Y CENTRALES;ES;in use;telice.es
TEMF;TEMFERRO;FR;in use;tso.fr
TEMMZ;Tessta s.r.o.;CZ;in use;tessta.cz
TEMSK;TEMPRA s.r.o.;SK;in use;tempra.sk
TENT;"Privredno drustvo ""Termoelektrane Nikola Tesla"" d.o.o.";RS;in use;tent.rs
TER;TPER S.p.A;IT;in use;tper.it
TERAS;Teräspyörä Oy;FI;in use;steelwheel.fi
TERG;Techno Rail Srl;IT;in use;technorail-group.com
TESBG;Транселстрой” ЕООД;BG;in use;transelstroi.eu
TETT;Trains & Traction;FR;in use;traindesmouettes.fr
TEUGL;TRANSEUROPA PORT SA - SUCURSALA DROBETA TR. SEVERIN;RO;in use;teu-group.ro
TEV;Thüringer Eisenbahnverein e.V.;DE;in use;thueringer-eisenbahnverein.de
TPPBD;TEЦ Bobov dol-EAД;BG;in use;
TFB;FERRE BARBERAS.L.;ES;in use;
TFC;TRANSFEROVIAR CALATORI SRL;RO;in use;
TFCH;Thommen-Furler AG;CH;in use;thommen-furler.ch
TFE;Dispo-Tf Education GmbH;DE;in use;dispo-tf.de
TFEF;Time Fret Express France;FR;in use;
TFF;TRAVAUX FERROVIAIRES FRANCAIS;LU;in use;tt-group.lu
TFG;TRANSFEROVIAR GRUP S.A.;RO;in use;transferoviar.ro
TFI;FEROTRANS TFI SRL;RO;in use;
TFIIS;FEROTRAFIC - TFI SRL;RO;in use;--
TFITA;Trasporti Ferroviari Italiani s.r.l.;IT;in use;tficargo.it
TFR;Traktion4Rent GmbH;DE;in use;
TFRC;TFR Cargo GmbH;DE;in use;tfr-cargo.de
TFT;Train4Train GmbH;DE;in use;train4train.com
TGOJ;TGOJ Trafik AB;SE;Revoked;tgojtrafik.se
TGR;T G R Rostock Tief-, Gleis-, Straßen-, Kabelleitungs- und Ingenieurbau GmbH;DE;in use;tgr-gmbh.de
THADE;Thales Deutschland GmbH;DE;in use;thalesgropu.com/de/europe/deutschland
THAG;Thommen AG;CH;in use;thommen-recycling.ch
THAPL;Thales Polska sp. z o.o.;PL;in use;thalesgroup.com
THB;Thurbo AG;CH;in use;thurbo.ch
THE;Thüringer Eisenbahn;DE;in use;thueringer-eisenbahn.de
THF;TEHNOTRANS FEROVIAR SRL;RO;in use;
THG;THG Baugesellschaft mbH;DE;in use;thg-baugesellschaft.de
THI;THI Factory;BE;in use;thalys.com
THIEL;N. Thieltges GmbH & Co. KG;DE;in use;thieltges-bau.de
THL;Thévenaz-Leduc SA;CH;in use;barec.ch
THM;Train Hungary Magánvasút Kft;HU;in use;trainhungary.hu
THRM;TORHAMER Maciej Chamerski;PL;in use;torhamer.pl
TI;Trenitalia S.p.A.;IT;in use;trenitalia.it
TIB;Tåg i Bergslagen;SE;in use;
TILO;TILO SA;CH;in use;
TIM;TIM Rail Eisenbahngesellschaft mbH;DE;in use;tim-logistik.de
TINGC;T-INGENIA CAMINOS S.L.;ES;in use;T-INGENIA.ES
TIS;TRANSFER INTERNATIONAL SPEDITION SRL;RO;in use;tts-group.ro
TJF;Tjustbygdens Järnvägsförening;SE;in use;smalsparet.se
TJM;Tezhka Zhelezopatna Mehanizatzia EAD;BG;in use;
TK;Cargorail - Transportes de Mercadorias, S.A.;PT;in use;
TKAB;Vy Tåg AB;SE;in use;vy.se
TKB;TKB Tief- und Kabelbau GmbH;DE;in use;tkb-bau.de
TKGFT;Thyssen Krupp Gft Gleistechnik Gmbh;DE;in use;
TKLS;Thyssen Krupp GFT Gleistechnik GmbH;DE;in use;tkgftgleistechnik.de
TKM;TECHNI KOL Małgorzata Gawlik;PL;in use;techni-kol.pl
TKMLT;ThyssenKrupp Materials d.o.o., Inđija;RS;in use;
TKPS;TKP Silesia Spółka z ograniczoną odpowiedzialnością Sp. K.;PL;in use;tkpsilesia.pl
TKSGE;Tyczka Kohlensäure  GmbH & Co KG;DE;Revoked;tyczka-gase.de
TKU;TKU GmbHTiefbau- Kabelbau-Umwelttechnik GmbH;DE;in use;tku-gmbh.de
TL;TL Train Logistic GmbH;DE;in use;tl-logistic.com
TLCRG;Transport line Cargo s.r.o.;CZ;in use;transportline.eu
TLFKS;Thüringer Landesfeuerwehr- und Katastrophenschutzschule;DE;in use;
TLG;Transport und Logistik GmbH;DE;in use;tlg-ag.de
TLLOC;Transport line Locomotive s.r.o.;CZ;in use;transportline.eu
TLOK;PHU TOM-LOK Tomasz Plata;PL;in use;
TLS;ALSTOM Transport Deutschland GmbH;DE;in use;alstom.com
TLSA;Transports Publics de la Région Lausannoise sa;CH;in use;t-l.ch
TLSDY;TLS DEMİRYOLU TAŞIMACILIĞI TICARET A.Ş.;TR;in use;tlslojistik.com
TLSK;Tatra-Leasing, s.r.o.;SK;in use;tatraleasing.sk
TLSSK;TransLog Slovakia, a.s.;SK;in use;translog.sk
TLV;Talvivaaran Kaivososakeyhtiö Oyj;FI;Revoked;talvivaara.com
TLVG;Trainlog GmbH;DE;in use;trainlog.at
TLVKP;Talvivaara  Sotkamo Oy:n konkurssipesä;FI;in use;talvivaara.com
TLWSK;TransLog Wagon, s.r.o.;SK;in use;translog.sk
TM;Transchem Sp. zo. o.;PL;in use;transchem.com.pl
TMAS;TM Togdrift AS;NO;in use;
TMB;Tramway du Mont Blanc;FR;Revoked;
TME;Torsten Meincke Eisenbahn GmbH;DE;in use;
TMEC;Tesmec Rail;FR;in use;tesmec.com
TMF;T.M.F. SA;FR;in use;
TMH;TMH Services GmbH;DE;in use;tmh.international/en
TMK;TMK - RESITA S.A.;RO;in use;tmk-artrom.ro
TMKA;TMK-ARTROM SA;RO;in use;tmk-artrom.ro
TMMM;T3M;FR;in use;t3m.fr
TMR;TMR Transports de Martigny et Régions SA;CH;in use;tmrsa.ch
TMRAB;TMRail AB;SE;in use;tmrail.se
TMT;Transmart Trains Limited;UK;in use;transmarttrains.com
TMW;Technisches Museum Wien;AT;in use;tmw.at
TN;TRENORD;IT;in use;trenitalialenord.it
TNI;TN International;FR;in use;areva.com
TNR;Tenor S.r.l.;IT;in use;inrail.it
TNT;Association Train Nostalgique de la Vallée du Trient (TNT);CH;in use;
TNTD;Tenutado SK, a.s.;SK;in use;
TOBI;Schmiedewaren Biller;DE;in use;
TOELN;Tölner GmbH;DE;in use;
TOLML;"SIA ""TOLMETS LATVIJA""";LV;in use;https://tolmets.Iv/
TOM;TOM Kampfmittelbeseitigung GmbH;DE;in use;tom-kampfmittelbeseitigung.de
TOMKO;Eryk Tomczyk, P.H.U. „TOM-KOL”;PL;in use;
TOOZ;Technická obnova a ochrana železníc a.s;SK;in use;
TOR;TORPOL S.A.;PL;in use;torpol.pl
TORAM;TORAMOS s.r.o.;CZ;in use;toramos.cz
TOREX;Zakład Usługowo-Handlowy TOREX Ryszard Sokołowski w spadku;PL;in use;torex.net.pl
TORK;TORKAM sp. z o.o.;PL;in use;torkam.eu
TORO;Przedsiębiorstwo “TORO” Piotr Kowalski Sp. Komandytowa;PL;in use;
TORRE;Tor- Rent Konrad Adamkiewicz;PL;in use;tor-rent.pl
TORW;Andrzej Kierna TORWAG;PL;in use;
TOUAX;TOUAX RAIL LIMITED;FR;in use;touaxrail.com
TOVA;TRAKCE, a.s.;CZ;in use;
TOZK;Towarzystwo Ochrony Zabytków Kolejnictwa i Organizacji Skansenów Pyskowice;PL;in use;tozk.pl
TP;TRASPORTI PESANTI SRL;IT;in use;pesantisrl.it
TPAS;Trainpoint Norway AS;NO;in use;
TPC;Transports Publics du Chablais SA;CH;in use;tpc.ch
TPCF;TPCF, Train du Pays Cathare et du Fenouillèdes;FR;in use;tpcf.fr
TPCZ;TransPlus (Česko);CZ;in use;
TPF;Transports publics fribourgeois;CH;in use;tpf.ch
TPFI;Transports publics fribourgeois Infrastructure (TPF INFRA) SA;CH;in use;tpf.ch
TPG;Transports publics genevois (TPG);CH;in use;tpg.ch/
TPI;Terminal Piacenza Intermodale S.r.l.;IT;in use;"hupac.com/EN/Terminal-Piacenza-Intermodale
Srl-Piacenza-6b3c3700"
TPL;Toplivo PLC / Топливо АД;BG;in use;
TPLN;„TPAHC-ПOPT-ЛEЙH” OOД;BG;in use;
TPN;Totalprosjekt Namsskogan AS;NO;in use;totalprosjekt-namsskogan.no
TPSVK;TransPlus (Slovensko) s.r.o.;SK;in use;
TPX;Trans-Pennine Express;UK;Blocked;firstgroup.com/tpexpress
TR;TR Trans Rail AG;CH;in use;tr-transrail.ch
TRA;TRATEC-SK s.r.o.;SK;in use;
TRAAL;TRANSMODAL LTD;BG;in use;
TRACC;Traccion Rail s.l.;ES;in use;azvi.es
TRACE;ТРЕЙС ГРУП ХОЛД АД;BG;in use;tracebg.com
TRACK;ON-TRACK, s.r.o.;CZ;in use;ontrack-web.com
TRADE;INFRAESTRUCTURAS TRADE, S.L.;ES;in use;itrade.es
TRAIL;T-RAIL sp. z o.o.;PL;in use;
TRAIN;TRI Train Rental GmbH;DE;in use;train-rental.com
TRAK;Trakcia AD / Тракция АД;BG;in use;traction.com
TRAKC;TRAKCE A.S. Spółka Akcyjna Oddzial w Polsce;PL;in use;
TRAKO;Unikol Railway Cargo Sp. z o.o.;PL;Revoked;unikol-kostrzyn.pl
TRAME;TRAMESA S.A;ES;in use;tramesa.com
TRAMO;TRAMO RAIL, a.s.;CZ;in use;
TRANS;TRANSPORTSERVIS, spol. s r.o.;CZ;in use;
TRAPI;Trans Rapid s.r.o.;CZ;in use;
TRAPL;Trakcja S.A.;PL;in use;grupatrakcja.com
TRAPP;Trapp Tief- und Gleisbau GmbH;DE;in use;trapp-gleisbau.de
TRARI;Transagent d.o.o;HR;in use;transagent.biz
TRARR;Transagent Rail d.o.o;HR;in use;transagent.hr
TRAS;Trasfeimer Trasporti Ferroviari Innovativi Meridionali S.p.A.;IT;in use;
TRC;TIM RAIL CARGO;RO;in use;timrailcargo.ro
TRE;TOMI - REMONT a.s.;CZ;in use;
TREVI;Trevisan S.r.l.;IT;in use;
TRF;Transalp Renouvellement;FR;in use;transalp-renouvellement.fr
TRFSA;TRANSFESA LOGISTICS SA;ES;in use;www.transfesa.com
TRFSR;TRANSFESA RAIL S.A.U.;ES;in use;transfesa.com
TRG;TRIANGULA Logistik GmbH;DE;in use;triangula.de
TRGAZ;TRANSGAZ S.A.;AT;in use;transgaz.ch
TRGTI;TENSOL RAIL SA;CH;in use;tensolrail.com
TRI;Transins Industry;BG;in use;
TRIAI;INGENIERÍA Y TÉCNICA DEL TRANSPORTE, TRIA S.A.;ES;in use;
TRIER;Köf Lokomotiven- und Wagenvermietungsgesellschaft mbH;DE;in use;
TRIM;TRIMAN Építőipari Kft.;HU;in use;triman.hu
TRK;Turkmenistan Railways;TM;in use;
TRKK;Przedsiębiorstwo Budownictwa Specjalistycznego TRANSKOL Sp. z o.o.;PL;in use;transkol.eu
TRKN;TURKON DEMIRYOLU TAŞIMACILIK ANONIM ŞIRKETI;TR;in use;turkonholding.com
TRKOW;Towarzystwo Rodzina Kolejarska;PL;in use;
TRL;timberrail logistics GmbH;DE;in use;erfurter-bahnservice.de
TRLG;Tpикс Лоджистик ЕООД;BG;in use;
TRMS;"SIA ""Termes""";LV;in use;termes.lv
TRN;TRN SA (Transports régionaux neuchâtelois);CH;in use;trn.ch
TRNY;TRAK Rail, s.r.o.;CZ;in use;trak-rail.cz
TROL;TRANSPOL Sp. z o.o.;PL;in use;
TRON;TRONOS AG;CH;in use;
TROYA;TROYA CONSTRUCCIONES FERROVIARIAS, S.L.;ES;in use;troyacf.es
TRR;TRANS RAIL SRL;RO;in use;transrail.ro
TRS;TRINITES s.r.o.;SK;in use;
TRSCZ;TRANS-SERVIS. spol. s r.o.;CZ;in use;
TRSI;Transdev Rail Sud lntermétropole (TRSI);FR;in use;
TRSKE;TRANSSERVIS, a. s. Košice;SK;in use;transservis.sk
TRSLT;TEKNİK RAYLI SISTEMLER PEYZAJ İNŞ. MÜH. SAN.VE TIC.LTD. ŞTİ;TR;in use;
TRSOD;QEMETICA Cargo Sp.z 0.o;PL;in use;--
TRSPE;Trainspeed sp. z o.o.;PL;in use;trainspeed.eu
TRSVI;TRANSERVI;ES;in use;transfesa.com
TRTR;Tracona Trading;SE;in use;
TRTUR;TRANSTUR ULUSLARARASI NAKLİYAT VE TİCARET A.Ş;TR;in use;transtur.com.tr
TRV;Train Value GmbH;DE;in use;trainvalue.com
TRVAP;TRANSVAP;FR;in use;transvap.fr
TRVEL;Trafikverket Elkraft;SE;in use;trafikverket.se
TRVF;Trafikverket;SE;in use;trafikverket.se
TRWBE;TRW;BE;Revoked;lineas.net
TRWFR;T.R.W;FR;in use;
TS;Tiefbau Sommerfeld GmbH;DE;in use;tiefbau-sommerfeld.de
TSB;Taunusbahn;DE;in use;
TSBAU;TS BAU GMBH;DE;in use;ts-bau.com
TSD;Transport-Schienen-Dienst GmbH;DE;Revoked;hochwaldbahn.de
TSE;Thomas Speich Eisenbahndienstleistungen;DE;in use;
TSERV;Arkadiusz Wójt Techservice;PL;in use;techservice.com.pl
TSM;TS  Tiefbau und Service GmbH;DE;in use;mansfeldts.de
TSO;TSO;FR;in use;tso.fr
TSOCA;TSO CATENAIRES;FR;in use;tso-catenaires.fr
TSOL;TSOL, société du tramway du sud-ouest lausannois SA;CH;Revoked;
TSOSA;Tabor Szynowy” Opole Spółka Akcyjna;PL;in use;taborszynowy.com.pl
TSP;TERMOELECTRICA SA - SUCURSALA TERMOSERV PAROSENI;RO;in use;
TSR;TSR Recycling GMBH & CO. KG;DE;in use;
TSS;Traťová strojní společnost, a.s.;CZ;in use;
TSSC;TSS Cargo;CZ;in use;
TSSTT;TSS GRADE, a.s.;SK;in use;tss.sk
TSVAB;Trinseo Sverige AB;SE;in use;trinseo.com
TSVG;"""TSV""Gorna Orjahovitza";BG;in use;tsv-bg.com
TSVP;"""TSV"" Plovdiv";BG;in use;tsv-bg.com
TSVS;"""TSV"" Sofia";BG;in use;tsv-bg.com
TSVV;"""TSV"" Varna";BG;in use;tsvvarna.com
TSYS;TRAKCJA SYSTEM sp. z o.o.;PL;in use;trakcjasystem.pl
TT;Trentino Trasporti S.p.A;IT;in use;trentinotransporti.it
TTBG;ТТ БЪЛГАРИЯ ЕООД;BG;in use;
TTC;The Train Company;NL;in use;ttconline.nl
TTCC;TRADE TRANS COMBI SRL;RO;in use;tradetrans.com
TTCNG;T.T. CARGO mednarodni prevozi d.o.o.;SI;in use;ttcargo.si
TTDA;TRAIN THUR DOLLER ALSACE;FR;in use;train-doller.org
TTDDO;Tereos TTD, a.s.;CZ;in use;cukrovaryttd.cz
TTE;Trentino Trasporti Esercizio S.p.A.;IT;in use;
TTG;Ferro-Tech Sàrl;LU;in use;tt-group.lu
TTGGE;Tyczka Gase GmbH;DE;in use;tyczka.de
TTK;Techkol Ariel Wrzos;PL;in use;techkol.eu
TTKOL;Track Tec Koltram Sp. z o.o.;PL;in use;tracktec.eu
TTL;TTL Ltd;BG;in use;ttl-bg.com
TTLOG;Track Tec Logistics sp. z o.o.;PL;in use;tracktec.eu
TTR;TRADE TRANS RAILLOGISTICS SA;RO;in use;pambac.ro
TTRAI;Track Tec Rail sp. z o.o;PL;in use;tracktec.eu
TTS;TRANSPORT TRADE SERVICES SA;RO;in use;tts-group.ro
TTSA;TRACK TEC SPÓŁKA AKCYJNA;PL;in use;tracktec.eu
TTT;Three T AB;SE;Revoked;railcare.se
TTTRA;TT-TRANS, s.r.o.;SK;in use;tt-trans.sk
TTTRO;TRADE TRANS TERMINAL SRL;RO;in use;tradetrans.com
TTVL;Train touristique de la vallée du Loir (TTVL);FR;in use;
TTX;SFP;IT;in use;
TUA;Società Unica Abruzzese di Trasporto TUA S.p.A.;IT;in use;tuabruzzo.it
TUAG;Marti Tunnel AG;CH;in use;marti-tunnel.ch
TUG;TuG Tief- und Gleisbau Brandenburg/H. GmbH;DE;in use;tug-brandenburg.de
TUL;Teplárna Ústí nad Labem, a.s.;CZ;in use;
TUPRS;TÜPRAŞ (Türkiye Petrol Rafinerileri A.Ş.);TR;in use;tupras.com.tr
TURKL;TURYSTYKA KOLEJOWA TURKOL.PL SPÓŁKA Z O.O;PL;in use;TURKOL.PL
TUVCH;TÜV SÜD Schweiz AG;CH;in use;tuvsud.com/de-ch
TVA;Association de la 141R420;FR;in use;trainvapeur-auvergne.com
TVAB;Tekniska Verken i Linköping AB;SE;Revoked;tekniskaverken.se
TVG;SIA TRANS VAGON GROUP;LV;in use;
TVK;Tiszai Vegyi Kombinát Nyrt;HU;in use;tvk.hu
TVRG;TovarGo, s.r.o.;CZ;in use;
TVS;Thrall Vagonka Studénka, a.s.;CZ;in use;
TVTLM;TATRAVAGÓNKA Tlmače spol. s r.o.;SK;in use;
TVYS;TRAVYS - Transports Vallée-de-Joux - Yverdon-les-Bains - Sainte-Croix SA;CH;in use;travys.ch
TWA;TRANSWAGGON GmbH;DE;in use;transwaggon.de
TWACH;TRANSWAGGON AG;CH;in use;transwaggon.ch
TWASE;TRANSWAGGON AB;SE;in use;transwaggon.se
TWBS;Transwagon Burgas;BG;in use;
TWE;Teutoburger Wald-Eisenbahn Gesellschaft;DE;in use;twe-connex.de
TWFUF;Verein Historischer Triebwagen 5;CH;in use;triebwagen5.ch
TWG;TANKWAGON Sp. z o.o;PL;in use;tankwagon.pl
TWMH;Total Wagon Management Kft.;HU;in use;twmh.hu
TWS;LSEZ “Transwide Services”SIA;LV;in use;
TXL;TX Logistik AG;DE;in use;txlogistik.eu
TXLA;TX Logistik Austria GmbH;AT;in use;txlogistik.at
TXLCH;TX Logistic GmbH (Schweiz);CH;in use;tx-logistik.de
TXLI;TX Logistik AG Filiale Italia;IT;in use;
TYGE;Tyczka GmbH & Co KGA;DE;in use;
TYS;Tyseley Locomotive Works Ltd;UK;in use;vintagetrains.co.uk
TZ;TŘINECKÉ ŽELEZÁRNY, a.s.;CZ;in use;
TZB;Traditionszug Berlin e.V.;DE;in use;berlin-macht-dampf.com
TZLN;Teplárna Zlín s.r.o.;CZ;in use;
TZVZG;TŽV Gredelj d.o.o.;HR;in use;tzv-gredelj.hr
TPPMR;„TEЦ- Mapицa 3” АД;BG;in use;
UAC;ETS CLAUDE;FR;in use;ets-claude.com
UBB;UBB Usedomer Bäderbahn GmbH;DE;in use;ubb-online.com
UCED;ECED Přerov s.r.o.;CZ;in use;
UCINA;TECHNOSTEEL LBR SRL;RO;in use;
UCLSK;UniCredit Leasing Slovakia, a.s.;SK;in use;unicreditleasing.sk
UCMR;UCM RESITA SA;RO;in use;ucmr.ro
UDIET;Gleis- und Signalbau Uwe Dietrich;DE;in use;
UEF;UEF Eisenbahnverkehrsgesellschaft;DE;in use;
UEG;Usedomer Eisenbahn GbR (UEG);DE;in use;ueg-online.com
UEGM;UTE Energia Galicia Mantenimiento, S.A.;ES;in use;
UEH;Unterländer Eisenbahnfreunde Heilbronn e.V.;DE;in use;
UFA;UFA AG;CH;in use;ufa.ch
UFO;INVEHO UFO;FR;in use;inveho.eu
UFR;UNIFERTRANS S.A.;RO;in use;
UGT;Ukrainian Global Trading-Lnz Group SRL;RO;in use;
UHL;G.Uhlmann GmbH;DE;in use;g.uhlmann.de
UIAV;UTE INDRA-ALSTOM VITA;ES;in use;indracompany.com
UIFF;UIF France;FR;in use;uif-travaux.fr
UJEVE;Ulrich Joh. Evers GmbH & Co. KG;DE;in use;
ULTBG;Ultra-Brag AG;CH;in use;ultra-brag.ch
UMABF;UTE MANTENIMIENTO AVE BURGO DE EBRO - FIGUERES;ES;in use;
UNEX;UNEX a.s.;CZ;in use;
UNI;UNIFERR Srl;IT;in use;clfspa.it
UNIBB;Universale Bau GmbH;AT;Revoked;austria.rhomberg-sersa.com
UNICZ;UNILEASING a.s.;CZ;in use;unileasing.cz
UNIDO;UNIPETROL DOPRAVA, a.s.;CZ;in use;
UNPAL;UNIMOT Paliwa sp. z o.o.;PL;in use;unimotpaliwa.pl
UOT;UNICOM OIL TERMINAL SA;RO;in use;unicom-group.ro
UP;up-schienenfahrzeugtechnik, Inhaber Uwe B.Pfotenhauer;DE;in use;up-schienenfahrzeugtechnik.de
UPSOM;GHCL UPSOM ROMANIA S.A.;RO;in use;unicom-group.ro
URC;Unikol Railway Cargo Sp. z o.o.;PL;in use;unikol-kostrzyn.pl
UROMA;UROMAC SYSTEMS SA;ES;in use;uromac.com
URW;UNIKOL RAILWAY WORKSHOP S.C. BARBARA SKAWIŃSKA STANISŁAW SKAWIŃSKI;PL;in use;unikol-ko.com.pl
USG;US GOVORA CIECH CHEMICAL GROUP SA;RO;in use;usg.ro
USRS;US RS, s.r.o.;SK;in use;
USSK;U.S. Steel Košice;SK;in use;
UST;UNISPED Speditions- und Transportgesellschaft mbH;DE;in use;
UTERQ;MANTENIMIENTO REQUENA UTE;ES;in use;
UTEX;Przedsiębiorstwo Produkcyjno-Handlowe UTEX Sp. z o.o.;PL;in use;utex.com.pl
UTG;UTG Unabhängige Tanklogistik GmbH;DE;in use;
UTI;Uzbekistan Railways - Узбекистон темир йуллари (УТИ);UZ;Blocked;uzrailway.uz
UTK;Unitranscom;BG;in use;
UTL;Umwelt+Transportlogistik AG;CH;in use;
UTLD;UTL Umwelt- und Transportlogistik GmbH;DE;in use;utl-gmbh.de
UTOGI;AZVI, S.A E INGENIERÍA Y TECNICA DEL TRANSPORTE TRIA, S.A.;ES;in use;
UTVLL;UTE MANTENIMIENTO AVE VILLADA;ES;in use;
UTVRB;UTE MANTENIMIENTO VILLARRUBIA;ES;in use;
UTZ;UNICOM TRANZIT SA;RO;in use;unicom-group.ro
UVAID;UZINA DE VAGOANE AIUD SA;RO;in use;emharghita.ro
UWAY;UNITED RAILWAYS SRL;RO;in use;
UZ;Ukraine Railways - UkrZaliznyza;UA;in use;uz.gov.ua
UZKA;UZKA CONSTRUCTION INDUSTRY AND TRADE INC.;TR;in use;uzka.com.tr
UZKRY;UZKARAY CONSTRUCTION INDUSTRY AND TRADE INC.;TR;in use;uzka.com.tr
UZRCV;COMPLEX ENERGETIC CRAIOVA SA - UZINA DE REPARATII CRAIOVA;RO;in use;
VA;Lokalbahn Vöcklamarkt - Attersee;AT;Revoked;stern-verkehr.at
VABWG;Voestalpine Track Solutions Germany GmbH;DE;in use;voestalpine.com/TrackSolutionsGermany
VADS;AWT ROSCO a.s.;CZ;Revoked;
VADSS;VADS, organizačná zložka;SK;in use;vads.cz
VAEBZ;VAE APCAROM SA;RO;in use;
VAFCO;VALSECCHI ARMAMENTO FERROVIARIO SRL;IT;in use;valsecchiarmamentoferroviario.com
VAFER;VAFER MAQUINARIA, S.L.;ES;in use;
VAGON;MÁV VAGON Kft.;HU;in use;mavvagon.hu
VAGZ;Vanoli AG Zofingen;CH;in use;vanoli.ch
VAJA;Va & Ja Novac, s.r.o.;CZ;in use;
VALLI;VALLINA ALQUILER DE MAQUINARIA S.A.;ES;in use;vallina.com
VALTA;Valtasiirto Oy;FI;in use;valtasiirto.fi
VAM;Vest-Agder-museet IKS;NO;in use;
VARO;Varo Energy Tankstorage AG;CH;in use;varoenergy.com
VAROR;Varo Refining (Cressier) SA;CH;in use;varoenergy.com
VARSL;voestalpine Railway Systems Latvia;LV;in use;Voestalpine.com/railway-systems
VART;voestalpine Rail Technology GmbH;AT;in use;voestalpine.com/railway-systems
VAS;Västergötlands Ånglokssällskap;SE;in use;
VASD;voestalpine Stahl Donawitz GmbH & Co KG;AT;in use;voestalpine.com
VASEP;Vasútépítők Kft;HU;in use;vasutepitok.hu
VAT;voestalpine Tubulars GmbH & Co KG;AT;in use;vatubulars.com
VATE;Väte Consulting AB;SE;in use;va-te.se
VATET;VÄTE Trafik AB;SE;in use;www.vate.se
VATSG;Voestalpine Track Solutions Germany GmbH;DE;in use;voestalpine.com/TrackSolutionsGermany
VAVI;VÁPENKA VITOŠOV s.r.o.;CZ;in use;
VBE;Verkehrsbetriebe Extertal;DE;in use;vbe-extertal.de
VBFVG;VECCHI BINARI F.V.G.;IT;in use;vecchibinarifvg.it
VBG;Vogtlandbahn GmbH;DE;in use;vogtlandbahn.de
VBK;VBK_Verkehrsbetriebe Karlsruhe GmbH;DE;Revoked;vbk-online.de
VBN;Verkehrsbetriebe Nordhausen GmbH;DE;in use;verkehrsbetriebe-nordhausen.de
VBV;Verein Braunschweiger Verkehrsfreunde e.V.;DE;in use;vbv-bs.de
VBZ;Verkehrsbetriebe Zürich;CH;in use;vbz.ch
VC;Veolia Cargo S.A.S.;FR;in use;veoliacargo.com
VCD;Veolia Cargo Deutschland;DE;in use;
VCI;Veolia Cargo Italia;IT;in use;veolia-cargo.it
VCL;Veolia Cargo Link;FR;in use;veoliacargo.com
VCN;Veolia Cargo Nederland;NL;in use;veoliacargo.nl
VCS;Vápenka Čertovy schody, akciová společnost;CZ;in use;
VCSA;Via Cargo S.A.;PL;in use;viacargo.eu
VCT;Vectus;DE;in use;vectus-bahn.de
VCTK;Via Cargo Technika sp. z o.o.;PL;in use;
VD;VÍTKOVICE Doprava, a.s.;CZ;in use;
VDA;Východočeská dráha s.r.o.;CZ;in use;vychodoceskadraha.cz
VDBB;Verein Dampfbahn Bern;CH;in use;dbb.ch
VDC;Vaud Céréales SA;CH;in use;vaudcereales.ch/
VDEA;Verband der Eisenbahn-Akademiker;AT;in use;vdea.at
VDM;Verein zur Erhaltung der Dampflok Muni;CH;in use;muni-dampflok.ch
VDOP;VÍTKOVICKÁ DOPRAVA a.s.;CZ;in use;vitkovickadoprava.com
VDSP;STRABAG Rail a.s.;CZ;in use;strabag.com
VDZ;Verein Damfgruppe Zürich;CH;in use;dampfgruppe-zuerich.ch
VE;VOSSLOH ESPAŇA, S.A;ES;Revoked;vossloh-espana.com
VEB;Vulkan-Eifel-Bahn Betriebsgesellschaft mbH;DE;in use;veb.de
VEBBV;VEB Tractie B.V.;NL;in use;veb-tractie.nl
VECCH;Vecchietti;FR;in use;colasrail.com
VEF;Verdener Eisenbahnfreunde-Kleinbahn Verden Walsrode E.V;DE;in use;kleinbahnbezirk.de
VEFO;Verband der Eisenbahnfreunde;AT;in use;eisenbahnmuseum.at
VEFS;VEFS;DE;in use;vefs-bocholt.de
VEHE;Verein Erhalt historische Ae 6/6 11421;CH;in use;ae66.ch
VEIDE;Veidekke Entreprenør AS;NO;in use;veidekke.no
